ID,Flight Number,Origin Airport,Origin Code,Destination Airport,Destination Code,Departing Date,Departing Time,Duration,Distance,Time Zone Difference,Arrival Date,Arrival Time,Flight Type, Surcharge,Food Served,Route Cost,Miner Points,Total Seats,First Class Seats,Business Class Seats,Main Cabin Seats,First Class Price,Business Class Price,Main Cabin Price,First Class Seats Sold,Business Class Seats Sold,Main Cabin Seats Sold,Total First Class Revenue,Total Business Class Revenue,Total Main Cabin Revenue,
1617,2361617,El Paso International Airport,ELP,Toronto Pearson International Airport,YYZ,3/3/2023,5:30 AM,219,1449,2,3/3/2023,11:09 AM,International,4,TRUE,74216,4347,149,13,48,88,9190,3360,1356,0,0,0,0,0,0,0
1618,2371618,El Paso International Airport,ELP,Toronto Pearson International Airport,YYZ,3/3/2023,8:25 AM,219,1449,2,3/3/2023,2:04 PM,International,4,TRUE,74216,4347,141,8,41,92,9214,5428,1171,0,0,0,0,0,0,0
1619,2381619,El Paso International Airport,ELP,Toronto Pearson International Airport,YYZ,3/3/2023,12:10 PM,219,1449,2,3/3/2023,5:49 PM,International,4,TRUE,74216,4347,158,15,54,89,8407,5684,961,0,0,0,0,0,0,0
1620,2301620,Toronto Pearson International Airport,YYZ,El Paso International Airport,ELP,3/3/2023,5:30 AM,219,1449,-2,3/3/2023,7:09 AM,International,4,TRUE,71962,4347,143,12,46,85,7872,3886,853,0,0,0,0,0,0,0
1621,2311621,Toronto Pearson International Airport,YYZ,El Paso International Airport,ELP,3/3/2023,8:25 AM,219,1449,-2,3/3/2023,10:04 AM,International,4,TRUE,71962,4347,154,13,53,88,8078,4541,1218,0,0,0,0,0,0,0
1622,2321622,Toronto Pearson International Airport,YYZ,El Paso International Airport,ELP,3/3/2023,12:10 PM,219,1449,-2,3/3/2023,1:49 PM,International,4,TRUE,71962,4347,162,14,58,90,9546,3007,1172,0,0,0,0,0,0,0
1623,2331623,Toronto Pearson International Airport,YYZ,El Paso International Airport,ELP,3/3/2023,3:05 PM,219,1449,-2,3/3/2023,4:44 PM,International,4,TRUE,71962,4347,160,14,60,86,8294,5224,1022,0,0,0,0,0,0,0
1624,2341624,Toronto Pearson International Airport,YYZ,El Paso International Airport,ELP,3/3/2023,6:50 PM,219,1449,-2,3/3/2023,8:29 PM,International,4,TRUE,71962,4347,155,11,47,97,11716,3545,1455,0,0,0,0,0,0,0
1625,2351625,Toronto Pearson International Airport,YYZ,El Paso International Airport,ELP,3/3/2023,9:45 PM,219,1449,-2,3/3/2023,11:24 PM,International,4,TRUE,71962,4347,164,13,48,103,9908,5310,672,0,0,0,0,0,0,0
1626,2361626,Toronto Pearson International Airport,YYZ,El Paso International Airport,ELP,3/4/2023,1:30 AM,219,1449,-2,3/4/2023,3:09 AM,International,4,TRUE,71962,4347,149,14,49,86,6765,4365,1274,0,0,0,0,0,0,0
1627,2371627,El Paso International Airport,ELP,Paris Charles de Gaulle Airport,CDG,3/3/2023,5:30 AM,639,4662,8,3/4/2023,12:09 AM,International,12,TRUE,77642,13986,172,15,57,100,5776,4835,751,0,0,0,0,0,0,0
1628,2381628,El Paso International Airport,ELP,Paris Charles de Gaulle Airport,CDG,3/3/2023,8:25 AM,639,4662,8,3/4/2023,3:04 AM,International,12,TRUE,77642,13986,157,11,42,104,6290,3699,1217,0,0,0,0,0,0,0
1629,2301629,El Paso International Airport,ELP,Paris Charles de Gaulle Airport,CDG,3/3/2023,12:10 PM,639,4662,8,3/4/2023,6:49 AM,International,12,TRUE,77642,13986,149,9,44,96,7585,4956,921,0,0,0,0,0,0,0
1630,2311630,El Paso International Airport,ELP,Paris Charles de Gaulle Airport,CDG,3/3/2023,3:05 PM,639,4662,8,3/4/2023,9:44 AM,International,12,TRUE,77642,13986,167,15,54,98,10275,4400,1282,0,0,0,0,0,0,0
1631,2321631,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,3/3/2023,5:30 AM,639,4662,-8,3/3/2023,8:09 AM,International,12,TRUE,75395,13986,162,14,52,96,12498,5779,906,0,0,0,0,0,0,0
1632,2331632,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,3/3/2023,8:25 AM,639,4662,-8,3/3/2023,11:04 AM,International,12,TRUE,75395,13986,152,11,56,85,8568,5017,1182,0,0,0,0,0,0,0
1633,2341633,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,3/3/2023,12:10 PM,639,4662,-8,3/3/2023,2:49 PM,International,12,TRUE,75395,13986,165,8,56,101,12005,3610,1000,0,0,0,0,0,0,0
1634,2351634,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,3/3/2023,3:05 PM,639,4662,-8,3/3/2023,5:44 PM,International,12,TRUE,75395,13986,175,15,57,103,11650,3086,932,0,0,0,0,0,0,0
1635,2361635,El Paso International Airport,ELP,Tokyo Haneda Airport,HND,3/3/2023,5:30 AM,725,5322,16,3/4/2023,9:35 AM,International,14,TRUE,75058,15966,163,14,54,95,12953,3097,927,0,0,0,0,0,0,0
1636,2371636,El Paso International Airport,ELP,Tokyo Haneda Airport,HND,3/3/2023,8:25 AM,725,5322,16,3/4/2023,12:30 PM,International,14,TRUE,75058,15966,164,13,57,94,9303,5069,1161,0,0,0,0,0,0,0
1637,2381637,El Paso International Airport,ELP,Tokyo Haneda Airport,HND,3/3/2023,12:10 PM,725,5322,16,3/4/2023,4:15 PM,International,14,TRUE,75058,15966,172,11,64,97,9639,4324,1038,0,0,0,0,0,0,0
1638,2301638,El Paso International Airport,ELP,Tokyo Haneda Airport,HND,3/3/2023,3:05 PM,725,5322,16,3/4/2023,7:10 PM,International,14,TRUE,75058,15966,156,13,48,95,13285,3168,1347,0,0,0,0,0,0,0
1639,2311639,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,3/3/2023,5:30 AM,725,5322,-16,3/3/2023,1:35 AM,International,14,TRUE,51377,15966,147,10,48,89,11780,3458,797,0,0,0,0,0,0,0
1640,2321640,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,3/3/2023,8:25 AM,725,5322,-16,3/3/2023,4:30 AM,International,14,TRUE,51377,15966,164,12,54,98,6543,5243,651,0,0,0,0,0,0,0
1641,2331641,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,3/3/2023,12:10 PM,725,5322,-16,3/3/2023,8:15 AM,International,14,TRUE,51377,15966,171,11,62,98,6367,5371,827,0,0,0,0,0,0,0
1642,2341642,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,3/3/2023,3:05 PM,725,5322,-16,3/3/2023,11:10 AM,International,14,TRUE,51377,15966,170,12,62,96,11568,3280,977,0,0,0,0,0,0,0
1643,2351643,El Paso International Airport,ELP,Dallas/Ft. Worth International Airport,DFW,3/4/2023,5:30 AM,94,551,1,3/4/2023,8:04 AM,Domestic,0,FALSE,13961,1102,173,14,56,103,2767,778,367,0,0,0,0,0,0,0
1644,2361644,El Paso International Airport,ELP,Dallas/Ft. Worth International Airport,DFW,3/4/2023,8:25 AM,94,551,1,3/4/2023,10:59 AM,Domestic,0,FALSE,13961,1102,162,15,48,99,1444,863,479,0,0,0,0,0,0,0
1645,2371645,El Paso International Airport,ELP,Dallas/Ft. Worth International Airport,DFW,3/4/2023,12:10 PM,94,551,1,3/4/2023,2:44 PM,Domestic,0,FALSE,13961,1102,149,8,49,92,2061,1152,450,0,0,0,0,0,0,0
1646,2381646,El Paso International Airport,ELP,Dallas/Ft. Worth International Airport,DFW,3/4/2023,3:05 PM,94,551,1,3/4/2023,5:39 PM,Domestic,0,FALSE,13961,1102,158,14,58,86,1811,1086,286,0,0,0,0,0,0,0
1647,2301647,El Paso International Airport,ELP,Dallas/Ft. Worth International Airport,DFW,3/4/2023,6:50 PM,94,551,1,3/4/2023,9:24 PM,Domestic,0,FALSE,13961,1102,144,14,40,90,1260,1088,128,0,0,0,0,0,0,0
1648,2311648,El Paso International Airport,ELP,Dallas/Ft. Worth International Airport,DFW,3/4/2023,9:45 PM,94,551,1,3/5/2023,12:19 AM,Domestic,0,FALSE,13961,1102,173,15,59,99,3472,664,165,0,0,0,0,0,0,0
1649,2321649,El Paso International Airport,ELP,Dallas/Ft. Worth International Airport,DFW,3/5/2023,1:30 AM,94,551,1,3/5/2023,4:04 AM,Domestic,0,FALSE,13961,1102,164,15,58,91,2848,958,277,0,0,0,0,0,0,0
1650,2331650,Dallas/Ft. Worth International Airport,DFW,El Paso International Airport,ELP,3/4/2023,5:30 AM,94,551,-1,3/4/2023,6:04 AM,Domestic,0,FALSE,19933,1102,157,14,41,102,2411,1178,456,0,0,0,0,0,0,0
1651,2341651,Dallas/Ft. Worth International Airport,DFW,El Paso International Airport,ELP,3/4/2023,8:25 AM,94,551,-1,3/4/2023,8:59 AM,Domestic,0,FALSE,19933,1102,168,12,54,102,1506,985,237,0,0,0,0,0,0,0
1652,2351652,Dallas/Ft. Worth International Airport,DFW,El Paso International Airport,ELP,3/4/2023,12:10 PM,94,551,-1,3/4/2023,12:44 PM,Domestic,0,FALSE,19933,1102,161,15,52,94,2569,926,322,0,0,0,0,0,0,0
1653,2361653,Dallas/Ft. Worth International Airport,DFW,El Paso International Airport,ELP,3/4/2023,3:05 PM,94,551,-1,3/4/2023,3:39 PM,Domestic,0,FALSE,19933,1102,166,12,55,99,2544,765,252,0,0,0,0,0,0,0
1654,2371654,Dallas/Ft. Worth International Airport,DFW,El Paso International Airport,ELP,3/4/2023,6:50 PM,94,551,-1,3/4/2023,7:24 PM,Domestic,0,FALSE,19933,1102,148,12,40,96,3343,706,226,0,0,0,0,0,0,0
1655,2381655,Dallas/Ft. Worth International Airport,DFW,El Paso International Airport,ELP,3/4/2023,9:45 PM,94,551,-1,3/4/2023,10:19 PM,Domestic,0,FALSE,19933,1102,150,13,45,92,2220,1088,333,0,0,0,0,0,0,0
1656,2301656,Dallas/Ft. Worth International Airport,DFW,El Paso International Airport,ELP,3/5/2023,1:30 AM,94,551,-1,3/5/2023,2:04 AM,Domestic,0,FALSE,19933,1102,158,14,57,87,2410,875,315,0,0,0,0,0,0,0
1657,2311657,El Paso International Airport,ELP,Los Angeles International Airport,LAX,3/4/2023,5:30 AM,113,714,-1,3/4/2023,6:23 AM,Domestic,0,FALSE,14219,1428,152,13,50,89,2076,694,513,0,0,0,0,0,0,0
1658,2321658,El Paso International Airport,ELP,Los Angeles International Airport,LAX,3/4/2023,8:25 AM,113,714,-1,3/4/2023,9:18 AM,Domestic,0,FALSE,14219,1428,169,12,56,101,1564,643,148,0,0,0,0,0,0,0
1659,2331659,El Paso International Airport,ELP,Los Angeles International Airport,LAX,3/4/2023,12:10 PM,113,714,-1,3/4/2023,1:03 PM,Domestic,0,FALSE,14219,1428,157,8,63,86,2800,1024,253,0,0,0,0,0,0,0
1660,2341660,El Paso International Airport,ELP,Los Angeles International Airport,LAX,3/4/2023,3:05 PM,113,714,-1,3/4/2023,3:58 PM,Domestic,0,FALSE,14219,1428,157,12,47,98,3304,928,418,0,0,0,0,0,0,0
1661,2351661,El Paso International Airport,ELP,Los Angeles International Airport,LAX,3/4/2023,6:50 PM,113,714,-1,3/4/2023,7:43 PM,Domestic,0,FALSE,14219,1428,163,15,59,89,2694,816,503,0,0,0,0,0,0,0
1662,2361662,Los Angeles International Airport,LAX,El Paso International Airport,ELP,3/4/2023,5:30 AM,113,714,1,3/4/2023,8:23 AM,Domestic,0,FALSE,10484,1428,144,12,41,91,3426,1086,146,0,0,0,0,0,0,0
1663,2371663,Los Angeles International Airport,LAX,El Paso International Airport,ELP,3/4/2023,8:25 AM,113,714,1,3/4/2023,11:18 AM,Domestic,0,FALSE,10484,1428,173,13,62,98,1566,932,225,0,0,0,0,0,0,0
1664,2381664,Los Angeles International Airport,LAX,El Paso International Airport,ELP,3/4/2023,12:10 PM,113,714,1,3/4/2023,3:03 PM,Domestic,0,FALSE,10484,1428,143,8,44,91,1739,1123,185,0,0,0,0,0,0,0
1665,2301665,Los Angeles International Airport,LAX,El Paso International Airport,ELP,3/4/2023,3:05 PM,113,714,1,3/4/2023,5:58 PM,Domestic,0,FALSE,10484,1428,140,10,42,88,3462,658,333,0,0,0,0,0,0,0
1666,2311666,Los Angeles International Airport,LAX,El Paso International Airport,ELP,3/4/2023,6:50 PM,113,714,1,3/4/2023,9:43 PM,Domestic,0,FALSE,10484,1428,169,14,60,95,2228,914,478,0,0,0,0,0,0,0
1667,2321667,Los Angeles International Airport,LAX,El Paso International Airport,ELP,3/4/2023,9:45 PM,113,714,1,3/5/2023,12:38 AM,Domestic,0,FALSE,10484,1428,169,12,56,101,3232,982,156,0,0,0,0,0,0,0
1668,2331668,El Paso International Airport,ELP,Chicago International Airport,ORD,3/4/2023,5:30 AM,176,1235,1,3/4/2023,9:26 AM,Domestic,0,FALSE,12805,2470,166,15,50,101,1696,759,170,0,0,0,0,0,0,0
1669,2341669,El Paso International Airport,ELP,Chicago International Airport,ORD,3/4/2023,8:25 AM,176,1235,1,3/4/2023,12:21 PM,Domestic,0,FALSE,12805,2470,141,12,43,86,1559,942,503,0,0,0,0,0,0,0
1670,2351670,El Paso International Airport,ELP,Chicago International Airport,ORD,3/4/2023,12:10 PM,176,1235,1,3/4/2023,4:06 PM,Domestic,0,FALSE,12805,2470,156,13,54,89,2545,821,167,0,0,0,0,0,0,0
1671,2361671,El Paso International Airport,ELP,Chicago International Airport,ORD,3/4/2023,3:05 PM,176,1235,1,3/4/2023,7:01 PM,Domestic,0,FALSE,12805,2470,171,15,60,96,3296,761,403,0,0,0,0,0,0,0
1672,2371672,El Paso International Airport,ELP,Chicago International Airport,ORD,3/4/2023,6:50 PM,176,1235,1,3/4/2023,10:46 PM,Domestic,0,FALSE,12805,2470,153,9,40,104,1558,554,506,0,0,0,0,0,0,0
1673,2381673,Chicago International Airport,ORD,El Paso International Airport,ELP,3/4/2023,5:30 AM,176,1235,-1,3/4/2023,7:26 AM,Domestic,0,FALSE,11175,2470,166,13,57,96,2164,1123,412,0,0,0,0,0,0,0
1674,2301674,Chicago International Airport,ORD,El Paso International Airport,ELP,3/4/2023,8:25 AM,176,1235,-1,3/4/2023,10:21 AM,Domestic,0,FALSE,11175,2470,162,13,56,93,3250,629,466,0,0,0,0,0,0,0
1675,2311675,Chicago International Airport,ORD,El Paso International Airport,ELP,3/4/2023,12:10 PM,176,1235,-1,3/4/2023,2:06 PM,Domestic,0,FALSE,11175,2470,172,14,54,104,1226,1013,383,0,0,0,0,0,0,0
1676,2321676,Chicago International Airport,ORD,El Paso International Airport,ELP,3/4/2023,3:05 PM,176,1235,-1,3/4/2023,5:01 PM,Domestic,0,FALSE,11175,2470,142,14,40,88,2324,1199,131,0,0,0,0,0,0,0
1677,2331677,Chicago International Airport,ORD,El Paso International Airport,ELP,3/4/2023,6:50 PM,176,1235,-1,3/4/2023,8:46 PM,Domestic,0,FALSE,11175,2470,162,15,50,97,1250,1131,240,0,0,0,0,0,0,0
1678,2341678,El Paso International Airport,ELP,Hartsfield-Jackson Atlanta International Airport,ATL,3/4/2023,5:30 AM,181,1280,2,3/4/2023,10:31 AM,Domestic,0,FALSE,19240,2560,168,14,51,103,1523,947,286,0,0,0,0,0,0,0
1679,2351679,El Paso International Airport,ELP,Hartsfield-Jackson Atlanta International Airport,ATL,3/4/2023,8:25 AM,181,1280,2,3/4/2023,1:26 PM,Domestic,0,FALSE,19240,2560,155,12,56,87,1307,994,270,0,0,0,0,0,0,0
1680,2361680,El Paso International Airport,ELP,Hartsfield-Jackson Atlanta International Airport,ATL,3/4/2023,12:10 PM,181,1280,2,3/4/2023,5:11 PM,Domestic,0,FALSE,19240,2560,171,12,58,101,1589,1130,209,0,0,0,0,0,0,0
1681,2371681,El Paso International Airport,ELP,Hartsfield-Jackson Atlanta International Airport,ATL,3/4/2023,3:05 PM,181,1280,2,3/4/2023,8:06 PM,Domestic,0,FALSE,19240,2560,159,15,45,99,2071,626,345,0,0,0,0,0,0,0
1682,2381682,El Paso International Airport,ELP,Hartsfield-Jackson Atlanta International Airport,ATL,3/4/2023,6:50 PM,181,1280,2,3/4/2023,11:51 PM,Domestic,0,FALSE,19240,2560,166,12,57,97,1868,1147,135,0,0,0,0,0,0,0
1683,2301683,El Paso International Airport,ELP,Hartsfield-Jackson Atlanta International Airport,ATL,3/4/2023,9:45 PM,181,1280,2,3/5/2023,2:46 AM,Domestic,0,FALSE,19240,2560,169,11,62,96,1884,556,408,0,0,0,0,0,0,0
1684,2311684,Hartsfield-Jackson Atlanta International Airport,ATL,El Paso International Airport,ELP,3/4/2023,5:30 AM,181,1280,-2,3/4/2023,6:31 AM,Domestic,0,FALSE,14337,2560,158,11,50,97,1904,740,357,0,0,0,0,0,0,0
1685,2321685,Hartsfield-Jackson Atlanta International Airport,ATL,El Paso International Airport,ELP,3/4/2023,8:25 AM,181,1280,-2,3/4/2023,9:26 AM,Domestic,0,FALSE,14337,2560,142,11,41,90,3423,954,342,0,0,0,0,0,0,0
1686,2331686,Hartsfield-Jackson Atlanta International Airport,ATL,El Paso International Airport,ELP,3/4/2023,12:10 PM,181,1280,-2,3/4/2023,1:11 PM,Domestic,0,FALSE,14337,2560,145,15,42,88,2257,706,521,0,0,0,0,0,0,0
1687,2341687,Hartsfield-Jackson Atlanta International Airport,ATL,El Paso International Airport,ELP,3/4/2023,3:05 PM,181,1280,-2,3/4/2023,4:06 PM,Domestic,0,FALSE,14337,2560,162,15,60,87,2485,563,279,0,0,0,0,0,0,0
1688,2351688,Hartsfield-Jackson Atlanta International Airport,ATL,El Paso International Airport,ELP,3/4/2023,6:50 PM,181,1280,-2,3/4/2023,7:51 PM,Domestic,0,FALSE,14337,2560,151,10,46,95,1610,1028,377,0,0,0,0,0,0,0
1689,2361689,Hartsfield-Jackson Atlanta International Airport,ATL,El Paso International Airport,ELP,3/4/2023,9:45 PM,181,1280,-2,3/4/2023,10:46 PM,Domestic,0,FALSE,14337,2560,169,13,57,99,2958,613,194,0,0,0,0,0,0,0
1690,2371690,El Paso International Airport,ELP,John F. Kennedy International Airport,JFK,3/4/2023,5:30 AM,256,1903,2,3/4/2023,11:46 AM,Domestic,0,FALSE,10889,3806,155,13,47,95,3002,884,461,0,0,0,0,0,0,0
1691,2381691,El Paso International Airport,ELP,John F. Kennedy International Airport,JFK,3/4/2023,8:25 AM,256,1903,2,3/4/2023,2:41 PM,Domestic,0,FALSE,10889,3806,156,12,50,94,3466,838,229,0,0,0,0,0,0,0
1692,2301692,El Paso International Airport,ELP,John F. Kennedy International Airport,JFK,3/4/2023,12:10 PM,256,1903,2,3/4/2023,6:26 PM,Domestic,0,FALSE,10889,3806,147,15,42,90,2464,860,135,0,0,0,0,0,0,0
1693,2311693,El Paso International Airport,ELP,John F. Kennedy International Airport,JFK,3/4/2023,3:05 PM,256,1903,2,3/4/2023,9:21 PM,Domestic,0,FALSE,10889,3806,142,10,46,86,2577,868,547,0,0,0,0,0,0,0
1694,2321694,John F. Kennedy International Airport,JFK,El Paso International Airport,ELP,3/4/2023,5:30 AM,256,1903,-2,3/4/2023,7:46 AM,Domestic,0,FALSE,13061,3806,164,8,62,94,2029,1053,246,0,0,0,0,0,0,0
1695,2331695,John F. Kennedy International Airport,JFK,El Paso International Airport,ELP,3/4/2023,8:25 AM,256,1903,-2,3/4/2023,10:41 AM,Domestic,0,FALSE,13061,3806,161,13,48,100,2293,604,335,0,0,0,0,0,0,0
1696,2341696,John F. Kennedy International Airport,JFK,El Paso International Airport,ELP,3/4/2023,12:10 PM,256,1903,-2,3/4/2023,2:26 PM,Domestic,0,FALSE,13061,3806,166,12,64,90,3381,957,277,0,0,0,0,0,0,0
1697,2351697,John F. Kennedy International Airport,JFK,El Paso International Airport,ELP,3/4/2023,3:05 PM,256,1903,-2,3/4/2023,5:21 PM,Domestic,0,FALSE,13061,3806,158,14,47,97,3175,971,236,0,0,0,0,0,0,0
1698,2361698,John F. Kennedy International Airport,JFK,El Paso International Airport,ELP,3/4/2023,6:50 PM,256,1903,-2,3/4/2023,9:06 PM,Domestic,0,FALSE,13061,3806,151,12,49,90,2392,1185,371,0,0,0,0,0,0,0
1699,2371699,John F. Kennedy International Airport,JFK,El Paso International Airport,ELP,3/4/2023,9:45 PM,256,1903,-2,3/5/2023,12:01 AM,Domestic,0,FALSE,13061,3806,167,13,60,94,3366,966,321,0,0,0,0,0,0,0
1700,2381700,El Paso International Airport,ELP,Boston Logan International Airport,BOS,3/4/2023,5:30 AM,275,2064,2,3/4/2023,12:05 PM,Domestic,0,FALSE,11521,4128,154,9,44,101,2861,630,536,0,0,0,0,0,0,0
1701,2301701,El Paso International Airport,ELP,Boston Logan International Airport,BOS,3/4/2023,8:25 AM,275,2064,2,3/4/2023,3:00 PM,Domestic,0,FALSE,11521,4128,144,13,40,91,3271,784,126,0,0,0,0,0,0,0
1702,2311702,El Paso International Airport,ELP,Boston Logan International Airport,BOS,3/4/2023,12:10 PM,275,2064,2,3/4/2023,6:45 PM,Domestic,0,FALSE,11521,4128,149,8,41,100,3333,1109,347,0,0,0,0,0,0,0
1703,2321703,Boston Logan International Airport,BOS,El Paso International Airport,ELP,3/4/2023,5:30 AM,275,2064,2,3/4/2023,12:05 PM,Domestic,0,FALSE,18758,4128,149,11,52,86,2651,805,123,0,0,0,0,0,0,0
1704,2331704,Boston Logan International Airport,BOS,El Paso International Airport,ELP,3/4/2023,8:25 AM,275,2064,2,3/4/2023,3:00 PM,Domestic,0,FALSE,18758,4128,147,15,47,85,1922,1048,503,0,0,0,0,0,0,0
1705,2341705,Boston Logan International Airport,BOS,El Paso International Airport,ELP,3/4/2023,12:10 PM,275,2064,2,3/4/2023,6:45 PM,Domestic,0,FALSE,18758,4128,158,13,50,95,2277,679,143,0,0,0,0,0,0,0
1706,2351706,Boston Logan International Airport,BOS,El Paso International Airport,ELP,3/4/2023,3:05 PM,275,2064,2,3/4/2023,9:40 PM,Domestic,0,FALSE,18758,4128,153,9,52,92,1460,567,203,0,0,0,0,0,0,0
1707,2361707,Boston Logan International Airport,BOS,El Paso International Airport,ELP,3/4/2023,6:50 PM,275,2064,2,3/5/2023,1:25 AM,Domestic,0,FALSE,18758,4128,157,8,61,88,2252,713,431,0,0,0,0,0,0,0
1708,2371708,Boston Logan International Airport,BOS,El Paso International Airport,ELP,3/4/2023,9:45 PM,275,2064,2,3/5/2023,4:20 AM,Domestic,0,FALSE,18758,4128,164,15,49,100,3326,601,340,0,0,0,0,0,0,0
1709,2381709,Boston Logan International Airport,BOS,El Paso International Airport,ELP,3/5/2023,1:30 AM,275,2064,2,3/5/2023,8:05 AM,Domestic,0,FALSE,18758,4128,143,13,41,89,2654,1165,433,0,0,0,0,0,0,0
1710,2301710,El Paso International Airport,ELP,Harry Reid International Airport,LAS,3/4/2023,5:30 AM,97,582,-1,3/4/2023,6:07 AM,Domestic,0,FALSE,16488,1164,159,13,44,102,1325,765,307,0,0,0,0,0,0,0
1711,2311711,El Paso International Airport,ELP,Harry Reid International Airport,LAS,3/4/2023,8:25 AM,97,582,-1,3/4/2023,9:02 AM,Domestic,0,FALSE,16488,1164,149,14,47,88,2198,928,128,0,0,0,0,0,0,0
1712,2321712,El Paso International Airport,ELP,Harry Reid International Airport,LAS,3/4/2023,12:10 PM,97,582,-1,3/4/2023,12:47 PM,Domestic,0,FALSE,16488,1164,159,11,63,85,1686,892,244,0,0,0,0,0,0,0
1713,2331713,El Paso International Airport,ELP,Harry Reid International Airport,LAS,3/4/2023,3:05 PM,97,582,-1,3/4/2023,3:42 PM,Domestic,0,FALSE,16488,1164,174,9,62,103,2032,1117,327,0,0,0,0,0,0,0
1714,2341714,El Paso International Airport,ELP,Harry Reid International Airport,LAS,3/4/2023,6:50 PM,97,582,-1,3/4/2023,7:27 PM,Domestic,0,FALSE,16488,1164,149,8,42,99,3191,829,532,0,0,0,0,0,0,0
1715,2351715,El Paso International Airport,ELP,Harry Reid International Airport,LAS,3/4/2023,9:45 PM,97,582,-1,3/4/2023,10:22 PM,Domestic,0,FALSE,16488,1164,161,15,44,102,2912,1165,537,0,0,0,0,0,0,0
1716,2361716,El Paso International Airport,ELP,Harry Reid International Airport,LAS,3/5/2023,1:30 AM,97,582,-1,3/5/2023,2:07 AM,Domestic,0,FALSE,16488,1164,156,13,54,89,3029,827,548,0,0,0,0,0,0,0
1717,2371717,Harry Reid International Airport,LAS,El Paso International Airport,ELP,3/4/2023,5:30 AM,97,582,1,3/4/2023,8:07 AM,Domestic,0,FALSE,13844,1164,148,13,48,87,1489,1045,335,0,0,0,0,0,0,0
1718,2381718,Harry Reid International Airport,LAS,El Paso International Airport,ELP,3/4/2023,8:25 AM,97,582,1,3/4/2023,11:02 AM,Domestic,0,FALSE,13844,1164,163,11,61,91,1623,1176,259,0,0,0,0,0,0,0
1719,2301719,Harry Reid International Airport,LAS,El Paso International Airport,ELP,3/4/2023,12:10 PM,97,582,1,3/4/2023,2:47 PM,Domestic,0,FALSE,13844,1164,153,12,46,95,1891,581,543,0,0,0,0,0,0,0
1720,2311720,Harry Reid International Airport,LAS,El Paso International Airport,ELP,3/4/2023,3:05 PM,97,582,1,3/4/2023,5:42 PM,Domestic,0,FALSE,13844,1164,141,15,40,86,1847,774,478,0,0,0,0,0,0,0
1721,2321721,Harry Reid International Airport,LAS,El Paso International Airport,ELP,3/4/2023,6:50 PM,97,582,1,3/4/2023,9:27 PM,Domestic,0,FALSE,13844,1164,144,8,50,86,2786,1064,361,0,0,0,0,0,0,0
1722,2331722,Harry Reid International Airport,LAS,El Paso International Airport,ELP,3/4/2023,9:45 PM,97,582,1,3/5/2023,12:22 AM,Domestic,0,FALSE,13844,1164,166,13,59,94,2076,651,329,0,0,0,0,0,0,0
1723,2341723,El Paso International Airport,ELP,Heathrow Airport,LHR,3/4/2023,5:30 AM,645,5148,7,3/4/2023,11:15 PM,International,13,TRUE,57472,15444,146,9,42,95,9444,4056,988,0,0,0,0,0,0,0
1724,2351724,El Paso International Airport,ELP,Heathrow Airport,LHR,3/4/2023,8:25 AM,645,5148,7,3/5/2023,2:10 AM,International,13,TRUE,57472,15444,168,12,52,104,3719,4102,773,0,0,0,0,0,0,0
1725,2361725,El Paso International Airport,ELP,Heathrow Airport,LHR,3/4/2023,12:10 PM,645,5148,7,3/5/2023,5:55 AM,International,13,TRUE,57472,15444,148,15,44,89,10653,5418,779,0,0,0,0,0,0,0
1726,2371726,El Paso International Airport,ELP,Heathrow Airport,LHR,3/4/2023,3:05 PM,645,5148,7,3/5/2023,8:50 AM,International,13,TRUE,57472,15444,149,9,53,87,4083,4925,656,0,0,0,0,0,0,0
1727,2381727,Heathrow Airport,LHR,El Paso International Airport,ELP,3/4/2023,5:30 AM,645,5148,-7,3/4/2023,9:15 AM,International,13,TRUE,61130,15444,147,8,43,96,9299,4450,1024,0,0,0,0,0,0,0
1728,2301728,Heathrow Airport,LHR,El Paso International Airport,ELP,3/4/2023,8:25 AM,645,5148,-7,3/4/2023,12:10 PM,International,13,TRUE,61130,15444,171,11,61,99,5764,4403,757,0,0,0,0,0,0,0
1729,2311729,Heathrow Airport,LHR,El Paso International Airport,ELP,3/4/2023,12:10 PM,645,5148,-7,3/4/2023,3:55 PM,International,13,TRUE,61130,15444,143,10,41,92,9233,3413,1494,0,0,0,0,0,0,0
1730,2321730,Heathrow Airport,LHR,El Paso International Airport,ELP,3/4/2023,3:05 PM,645,5148,-7,3/4/2023,6:50 PM,International,13,TRUE,61130,15444,156,11,48,97,8113,4273,1156,0,0,0,0,0,0,0
1731,2331731,Abraham Gonzalez International Airport,CJS,Aeropuerto Internacional Benito Juarez,MEX,3/4/2023,5:30 AM,142,957,1,3/4/2023,8:52 AM,International,3,TRUE,63428,2871,159,13,42,104,5553,2890,1387,0,0,0,0,0,0,0
